Instance,Proba
/experiments/data/Tennessee/fdacs/6301_6302.cnf,0.9081477355719404
/experiments/data/Tennessee/fdacs/6301_6302.fdac,0.9081477355719404
/experiments/data/Tennessee/fdacs/3160_13642.fdac,0.950650790819107
/experiments/data/Tennessee/fdacs/13642_3922.fdac,0.92868652044956
/experiments/data/Tennessee/fdacs/4094_4111.fdac,0.9921682039212316
/experiments/data/Tennessee/fdacs/18949_31034.fdac,0.7826265106097287
/experiments/data/Tennessee/fdacs/2639_3145.fdac,0.9280372805775849
/experiments/data/Tennessee/fdacs/7185_3934.fdac,0.9933186760002972
/experiments/data/Tennessee/fdacs/3159_3922.fdac,0.9970404622961772
/experiments/data/Tennessee/fdacs/3972_22628.fdac,0.9997431752461492
/experiments/data/Tennessee/fdacs/7169_3944.fdac,0.4015844651598543
/experiments/data/Tennessee/fdacs/4052_4079.fdac,0.9992838167284924
