Instance,Proba
/experiments/data/water/fdacs/1.cnf,0.2008125
/experiments/data/water/fdacs/1.fdac,0.2008125
/experiments/data/water/fdacs/2.fdac,0.3910312500000001
/experiments/data/water/fdacs/3.fdac,0.268625
/experiments/data/water/fdacs/5.fdac,0.2274559772544
/experiments/data/water/fdacs/6.fdac,0.5450879454912
/experiments/data/water/fdacs/12.fdac,0.0
/experiments/data/water/fdacs/13.fdac,0.8488737469621753
/experiments/data/water/fdacs/17.fdac,0.0
/experiments/data/water/fdacs/18.fdac,0.0
/experiments/data/water/fdacs/16.fdac,0.2616769543049645
/experiments/data/water/fdacs/23.fdac,0.5499664371613048
/experiments/data/water/fdacs/24.fdac,0.4500334628386952
/experiments/data/water/fdacs/19.fdac,0.0014273611276162475
/experiments/data/water/fdacs/22.fdac,6.436863879930247e-06
/experiments/data/water/fdacs/20.fdac,0.9693777285349872
/experiments/data/water/fdacs/26.fdac,0.004161748338120947
/experiments/data/water/fdacs/27.fdac,0.9047757874482388
/experiments/data/water/fdacs/29.fdac,2.004399301272732e-08
