Instance,Probability
/experiments/data/munin/fdacs/399.cnf,0.2824189151601862
/experiments/data/munin/fdacs/399.fdac,0.2824189151601862
/experiments/data/munin/fdacs/70.fdac,0.070296568267464
/experiments/data/munin/fdacs/71.fdac,0.0009363643887517844
/experiments/data/munin/fdacs/400.fdac,0.5156768280608923
/experiments/data/munin/fdacs/401.fdac,0.1690195269934099
/experiments/data/munin/fdacs/402.fdac,0.0032043613755393754
/experiments/data/munin/fdacs/853.fdac,0.08762223073323336
/experiments/data/munin/fdacs/855.fdac,0.4224224098890087
/experiments/data/munin/fdacs/1179.fdac,0.2824189151601862
/experiments/data/munin/fdacs/1180.fdac,0.5156768280608923
/experiments/data/munin/fdacs/1182.fdac,0.0032043613755393754
/experiments/data/munin/fdacs/69.fdac,0.4224224098890087
/experiments/data/munin/fdacs/68.fdac,0.4179321853824531
/experiments/data/munin/fdacs/1181.fdac,0.1690195269934099
/experiments/data/munin/fdacs/856.fdac,0.070296568267464
/experiments/data/munin/fdacs/854.fdac,0.4179321853824531
/experiments/data/munin/fdacs/857.fdac,0.0009363643887517844
/experiments/data/munin/fdacs/67.fdac,0.08762223073323336
/experiments/data/munin/fdacs/398.fdac,0.028807939844560045
/experiments/data/munin/fdacs/1178.fdac,0.028807939844560045
/experiments/data/munin/fdacs/72.fdac,0.00033388295863061984
/experiments/data/munin/fdacs/403.fdac,0.00033095246567969215
/experiments/data/munin/fdacs/1183.fdac,0.00033095246567969215
/experiments/data/munin/fdacs/858.fdac,0.00033388295863061984
/experiments/data/munin/fdacs/73.fdac,0.00029877111204203215
/experiments/data/munin/fdacs/74.fdac,6.159806853934198e-05
/experiments/data/munin/fdacs/75.fdac,1.55347641451078e-05
/experiments/data/munin/fdacs/78.fdac,1.9178625000000005e-05
/experiments/data/munin/fdacs/77.fdac,3.071846032152827e-05
/experiments/data/munin/fdacs/76.fdac,3.0557349515646133e-05
/experiments/data/munin/fdacs/864.fdac,1.9178625000000005e-05
/experiments/data/munin/fdacs/404.fdac,0.00034905230160014013
/experiments/data/munin/fdacs/405.fdac,9.437303049617388e-05
/experiments/data/munin/fdacs/406.fdac,1.5579373809793525e-05
/experiments/data/munin/fdacs/1187.fdac,3.0366566967094757e-05
/experiments/data/munin/fdacs/1189.fdac,1.9178625000000005e-05
/experiments/data/munin/fdacs/1188.fdac,3.292620096432113e-05
